"File","Line","Column","ErrorCode","Message"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\HazardsControl\HazardsMain.cs","194","26","CS0266","Cannot implicitly convert type 'SASZombieAssaultTD.Engine.HazardsControl.HazardDensity' to 'SASZombieAssaultTD.Engine.HazardsControl.IHazardSubsystem'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\HazardsControl\HazardsMain.cs","195","26","CS0266","Cannot implicitly convert type 'SASZombieAssaultTD.Engine.HazardsControl.HazardLaneInteraction' to 'SASZombieAssaultTD.Engine.HazardsControl.IHazardSubsystem'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\HazardsControl\HazardsMain.cs","196","26","CS0266","Cannot implicitly convert type 'SASZombieAssaultTD.Engine.HazardsControl.HazardVisuals' to 'SASZombieAssaultTD.Engine.HazardsControl.IHazardSubsystem'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","104","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","112","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","116","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Enemies\EnemyDefinitionValidator.cs","16","40","CS0246","The type or namespace name 'ArgumentNullException' could not be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","318","23","CS0103","The name 'ProcessPhysicsUpdate' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","321","23","CS0103","The name 'ProcessGameLogicUpdate' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","324","23","CS0103","The name 'ProcessNetworkUpdate' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","333","23","CS0103","The name 'ProcessRenderingUpdate' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","336","23","CS0103","The name 'ProcessAudioUpdate' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","339","23","CS0103","The name 'ProcessUIUpdate' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","146","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","166","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","207","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\HazardsControl\HazardRegistration.cs","88","30","CS1061","'Hazard' does not contain a definition for 'Intensity' and no accessible extension method 'Intensity' accepting a first argument of type 'Hazard' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Enemies\EnemyDefinitionRegistry.cs","35","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","536","64","CS1061","'IEnumerable<float>' does not contain a definition for 'ToArray' and no accessible extension method 'ToArray' accepting a first argument of type 'IEnumerable<float>' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Enemies\EnemyDefinitionRegistry.cs","58","67","CS0266","Cannot implicitly convert type 'System.Collections.Generic.IEnumerable<SASZombieAssaultTD.Engine.Enemies.EnemyDefinition>' to 'System.Collections.Generic.IReadOnlyCollection<SASZombieAssaultTD.Engine.Enemies.EnemyDefinition>'. An explicit conversion exists (are you missing a cast?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","58","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","65","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","72","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","80","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","88","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","94","30","CS1061","'AssetMetadata' does not contain a definition for 'Format' and no accessible extension method 'Format' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","94","57","CS1061","'AssetMetadata' does not contain a definition for 'Format' and no accessible extension method 'Format' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","96","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","102","30","CS1061","'AssetMetadata' does not contain a definition for 'Format' and no accessible extension method 'Format' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","102","91","CS1061","'AssetMetadata' does not contain a definition for 'Format' and no accessible extension method 'Format' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","104","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","105","90","CS1061","'AssetMetadata' does not contain a definition for 'Format' and no accessible extension method 'Format' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","110","30","CS1061","'AssetMetadata' does not contain a definition for 'SizeBytes' and no accessible extension method 'SizeBytes' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","110","61","CS1061","'AssetMetadata' does not contain a definition for 'SizeBytes' and no accessible extension method 'SizeBytes' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","112","21","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","113","100","CS1061","'AssetMetadata' does not contain a definition for 'SizeBytes' and no accessible extension method 'SizeBytes' accepting a first argument of type 'AssetMetadata' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","121","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","445","77","CS1061","'Dictionary<GameLoop.QualitySetting, float>' does not contain a definition for 'OrderByDescending' and no accessible extension method 'OrderByDescending' accepting a first argument of type 'Dictionary<GameLoop.QualitySetting, float>' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","445","35","CS8130","Cannot infer the type of implicitly-typed deconstruction variable 'quality'. [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","445","44","CS8130","Cannot infer the type of implicitly-typed deconstruction variable 'threshold'. [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","142","31","CS0117","'AssetType' does not contain a definition for 'SpriteSheet' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","143","31","CS0117","'AssetType' does not contain a definition for 'Sound' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","144","31","CS0117","'AssetType' does not contain a definition for 'Music' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","145","31","CS0117","'AssetType' does not contain a definition for 'Json' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","146","31","CS0117","'AssetType' does not contain a definition for 'Binary' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Resources\RSValidation.cs","154","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Animation\BlendTree\BlendTreeNode.cs","60","17","CS0019","Operator '==' cannot be applied to operands of type 'BlendContext' and '<null>' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\LevelProgression.cs","80","71","CS1061","'KeyValuePair<string, ProgressionAchievement>' does not contain a definition for 'IsUnlocked' and no accessible extension method 'IsUnlocked' accepting a first argument of type 'KeyValuePair<string, ProgressionAchievement>' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","394","39","CS1061","'float[]' does not contain a definition for 'Average' and no accessible extension method 'Average' accepting a first argument of type 'float[]' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameLoop\GameLoopMain.cs","395","69","CS1061","'float[]' does not contain a definition for 'Sum' and no accessible extension method 'Sum' accepting a first argument of type 'float[]' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","217","23","CS1061","'Enemy' does not contain a definition for 'Size' and no accessible extension method 'Size' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","220","23","CS1061","'Enemy' does not contain a definition for 'Armor' and no accessible extension method 'Armor' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","231","23","CS1061","'Enemy' does not contain a definition for 'SetAIType' and no accessible extension method 'SetAIType' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","235","19","CS1061","'Enemy' does not contain a definition for 'SetAggressionLevel' and no accessible extension method 'SetAggressionLevel' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","249","23","CS1061","'Enemy' does not contain a definition for 'AddSpecialAbility' and no accessible extension method 'AddSpecialAbility' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","255","23","CS1061","'Enemy' does not contain a definition for 'SetCustomProperty' and no accessible extension method 'SetCustomProperty' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","259","19","CS1061","'Enemy' does not contain a definition for 'SourceSpawnGroup' and no accessible extension method 'SourceSpawnGroup' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","260","19","CS1061","'Enemy' does not contain a definition for 'SpawnIndex' and no accessible extension method 'SpawnIndex' accepting a first argument of type 'Enemy' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","274","71","CS1061","'GameState' does not contain a definition for 'PlayerLevel' and no accessible extension method 'PlayerLevel' accepting a first argument of type 'GameState' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","274","94","CS1061","'GameState' does not contain a definition for 'BuiltTowers' and no accessible extension method 'BuiltTowers' accepting a first argument of type 'GameState' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","260","21","CS0117","'PlayerLevelSaveData' does not contain a definition for 'UnlockedUnlocksData' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","265","32","CS0103","The name 'Path' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","266","17","CS0103","The name 'Directory' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","266","43","CS0103","The name 'Path' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","267","17","CS0103","The name 'File' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\LevelProgression.cs","802","17","CS0128","A local variable or function named 'dict' is already defined in this scope [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\LevelProgression.cs","807","100","CS0411","The type arguments for method 'Enum.Parse<TEnum>(ReadOnlySpan<char>)' cannot be inferred from the usage. Try specifying the type arguments explicitly. [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\LevelProgression.cs","814","39","CS1061","'object' does not contain a definition for 'Select' and no accessible extension method 'Select' accepting a first argument of type 'object' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","276","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","277","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","278","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","279","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","280","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","281","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","282","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","283","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Diagnostics\ManagerDiagnostics.cs","287","17","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","58","17","CS0103","The name 'AudioSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Waves\WaveSpawnGroup.cs","321","41","CS0117","'SpawnPattern' does not contain a definition for 'Line' [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","86","29","CS1061","'SettingsUI' does not contain a definition for 'Hide' and no accessible extension method 'Hide' accepting a first argument of type 'SettingsUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","89","17","CS0103","The name 'AudioSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","287","32","CS0103","The name 'Path' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","288","22","CS0103","The name 'File' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","294","28","CS0103","The name 'File' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","312","45","CS1061","'List<PlayerUnlock>' does not contain a definition for 'TryGetValue' and no accessible extension method 'TryGetValue' accepting a first argument of type 'List<PlayerUnlock>' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","106","29","CS1061","'SettingsUI' does not contain a definition for 'Update' and no accessible extension method 'Update' accepting a first argument of type 'SettingsUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Animation\AnimationEvents\AnimationEvent.cs","175","13","CS0103","The name 'ModernLoggingSystem' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","336","13","CS0191","A readonly field cannot be assigned to (except in a constructor or init-only setter of the type in which the field is defined or a variable initializer) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","124","29","CS1061","'SettingsUI' does not contain a definition for 'HandleInput' and no accessible extension method 'HandleInput' accepting a first argument of type 'SettingsUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Audio\CoreAudioEngine.cs","131","26","CS0234","The type or namespace name 'Clamp' does not exist in the namespace 'SASZombieAssaultTD.Engine.EngineMath' (are you missing an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\Audio\CoreAudioEngine.cs","132","25","CS0234","The type or namespace name 'Clamp' does not exist in the namespace 'SASZombieAssaultTD.Engine.EngineMath' (are you missing an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\LevelProgression.cs","842","17","CS0128","A local variable or function named 'dict' is already defined in this scope [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\LevelProgression.cs","847","102","CS0411","The type arguments for method 'Enum.Parse<TEnum>(ReadOnlySpan<char>)' cannot be inferred from the usage. Try specifying the type arguments explicitly. [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","145","29","CS1061","'SettingsUI' does not contain a definition for 'Render' and no accessible extension method 'Render' accepting a first argument of type 'SettingsUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","362","13","CS0191","A readonly field cannot be assigned to (except in a constructor or init-only setter of the type in which the field is defined or a variable initializer) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","160","36","CS0103","The name 'SettingsManager' does not exist in the current context [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\LevelUpControl\PlayerLevel.cs","401","13","CS0191","A readonly field cannot be assigned to (except in a constructor or init-only setter of the type in which the field is defined or a variable initializer) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
"E:\BDC\Projects\SASZombieAssaultTD\Engine\GameState\SettingsState.cs","180","25","CS1061","'SettingsUI' does not contain a definition for 'Initialize' and no accessible extension method 'Initialize' accepting a first argument of type 'SettingsUI' could be found (are you missing a using directive or an assembly reference?) [E:\BDC\Projects\SASZombieAssaultTD\SASZombieAssaultTD.csproj]"
