"FileName","FullPath","IncludedInCsproj","DuplicateName","BackupPattern","SuspiciousFolder"
"UIStyle.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Styles\UIStyle.cs","False","False","False","False"
"UIStyleResolver.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Styles\UIStyleResolver.cs","False","False","False","False"
"UIStyleSheet.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Styles\UIStyleSheet.cs","False","False","False","False"
"UIButton.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Widgets\UIButton.cs","False","False","False","False"
"UIPanel.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Widgets\UIPanel.cs","False","False","False","False"
"UIText.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Widgets\UIText.cs","False","False","False","False"
"UIWidgetBase.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\UI\Widgets\UIWidgetBase.cs","False","False","False","False"
"WorldStateSystem.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Systems\World\WorldStateSystem.cs","False","False","False","False"
"AppendixScripts.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Tools\AppendixScripts.cs","False","False","False","False"
"AutomationEnhancements.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Tools\AutomationEnhancements.cs","False","False","False","False"
"CleanupScripts.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Tools\CleanupScripts.cs","False","False","False","False"
"StructureGenerator.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Tools\StructureGenerator.cs","False","False","False","False"
"Label.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\UI\Label.cs","False","False","False","False"
"Panel.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\UI\Panel.cs","False","True","False","False"
"UIElement.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\UI\UIElement.cs","False","True","False","False"
"UIManager.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\UI\UIManager.cs","False","True","False","False"
"Logger.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Utility\Logger.cs","False","False","False","False"
"MathHelper.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Utility\MathHelper.cs","False","False","False","False"
"Randomizer.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Utility\Randomizer.cs","False","False","False","False"
"Time.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Utility\Time.cs","False","False","False","False"
"Window.cs","E:\BDC\Projects\SASZombieAssaultTD\Engine\Window\Window.cs","False","False","False","False"
".NETCoreApp,Version=v10.0.AssemblyAttributes.cs","E:\BDC\Projects\SASZombieAssaultTD\obj\Debug\net10.0-windows\.NETCoreApp,Version=v10.0.AssemblyAttributes.cs","False","True","False","False"
"AnimationStateMachineValidationReport.cs","E:\BDC\Projects\SASZombieAssaultTD\Tools\AnimationStateMachineValidationReport.cs","False","True","False","False"
"AnimationSystemTest.cs","E:\BDC\Projects\SASZombieAssaultTD\Tools\AnimationSystemTest.cs","False","False","False","False"
"AnimationVerificationSuite.cs","E:\BDC\Projects\SASZombieAssaultTD\Tools\AnimationVerificationSuite.cs","False","True","False","False"
"AnimationEventValidationReport.cs","E:\BDC\Projects\SASZombieAssaultTD\Tools\Animation\AnimationEventValidationReport.cs","False","False","False","False"
"BlendTreeValidationReport.cs","E:\BDC\Projects\SASZombieAssaultTD\Tools\Animation\BlendTreeValidationReport.cs","False","False","False","False"
